serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
208097,2020,2021-09-27T00:00:00,Norwalk,234 CHESTNUT HILL RD,574800,800000,0.7185,Residential,Single Family
200239,2020,2021-08-24T00:00:00,Middlebury,THREE MILE HILL RD,68900,75000,0.9186,Vacant Land,
200012,2020,2020-10-13T00:00:00,Putnam,68 PERRY ST #126,84300,174000,0.484482759,Residential,Condo
20004,2020,2020-10-01T00:00:00,Montville,11 SUNVIEW RD,157250,267900,0.5869,Residential,Single Family
200170,2020,2021-01-07T00:00:00,New Canaan,59 HILLSIDE AVE,682010,825000,0.8266,Residential,Single Family
200542,2020,2020-12-07T00:00:00,Norwalk,6 GREEN HILL RD,489900,850000,0.5763,Residential,Single Family
20788,2020,2021-09-23T00:00:00,Newtown,14 MOHAWK TRAIL,74490,20000,3.7245,Residential,Single Family
2000138,2020,2020-10-19T00:00:00,Stamford,0 SUMMER STREET # 106-1D,86560,130000,0.6658,Residential,Condo
200217,2020,2021-04-15T00:00:00,New Fairfield,3 ANSONIA RD,220200,380000,0.5794,Residential,Single Family
203032,2020,2021-09-15T00:00:00,Norwalk,7 JAYNE WY,620240,1035000,0.5992,Residential,Single Family
20059,2020,2020-11-18T00:00:00,Montville,122 NOBLE HILL RD,177270,307000,0.5774,Residential,Single Family
200615,2020,2021-04-12T00:00:00,Norwich,123 PLAIN HILL RD,94800,185000,0.5124,Residential,Single Family
200191,2020,2020-11-20T00:00:00,Meriden,6107 MEETINGHOUSE VILLAGE,59430,134900,0.4405,Residential,Condo
200013,2020,2020-10-26T00:00:00,Rocky Hill,503 THE MEWS,144060,247000,0.5832,Residential,Condo
200140,2020,2021-05-19T00:00:00,Old Lyme,14 LIBRARY LA,341800,580520,0.5887,Residential,Single Family
200273,2020,2021-09-03T00:00:00,Mansfield,657 CHAFFEEVILLE RD,145000,232000,0.625,Residential,Single Family
200118,2020,2020-12-07T00:00:00,New Canaan,90 BRAEBURN DR,784000,1200000,0.6533,Residential,Single Family
2000384,2020,2021-04-06T00:00:00,Naugatuck,341 UNION CITY RD,109820,219000,0.5014,Residential,Single Family
200202,2020,2021-04-05T00:00:00,New Fairfield,9 JEWEL LN,242400,400000,0.606,Residential,Single Family
202106,2020,2021-05-06T00:00:00,Middlefield,KIKAPOO RD,5800,125000,0.0464,Vacant Land,
200669,2020,2021-05-25T00:00:00,Middletown,444 WASHINGTON ST,70430,221999,0.317253681,Residential,Single Family
20079,2020,2020-11-12T00:00:00,North Haven,1 FITCH ST,170360,241000,0.7068,Residential,Single Family
200577,2020,2021-08-26T00:00:00,Simsbury,127 GREAT POND ROAD,396250,640000,0.6191,Residential,Single Family
20072,2020,2020-10-28T00:00:00,Ridgefield,214 MAMANASCO RD,517880,1096200,0.4724,Residential,Single Family
200282,2020,2021-09-27T00:00:00,Mansfield,35 RIVERVIEW RD,146900,299900,0.4898,Residential,Single Family
200772,2020,2021-06-09T00:00:00,Norwich,3 TWINS CT,181300,325000,0.5578,Residential,Single Family
200391,2020,2021-08-24T00:00:00,Plainville,30 HOMESTEAD AVE,129570,122200,1.0603,Residential,Single Family
200519,2020,2021-02-25T00:00:00,New Haven,228 JUDWIN AV,79380,231000,0.343636364,Residential,Single Family
200234,2020,2020-12-04T00:00:00,Meriden,64 DEE AVE,96810,217000,0.446129032,Residential,Single Family
200095,2020,2020-11-02T00:00:00,Shelton,25 BIRCHBANK RD,442050,717500,0.616,Residential,Single Family
2000313,2020,2020-11-05T00:00:00,Stamford,1 BROAD STREET #20D,471450,610000,0.7728,Residential,Condo
200861,2020,2021-06-07T00:00:00,Meriden,14 SARATOGA WAY,167580,325000,0.5156,Residential,Single Family
202779,2020,2021-08-03T00:00:00,Norwalk,180 EAST ROCKS RD,531270,785000,0.67677707,Residential,Single Family
200227,2020,2021-02-22T00:00:00,Simsbury,14 LONG VIEW DRIVE,194140,350000,0.5546,Residential,Single Family
200683,2020,2021-06-02T00:00:00,Middletown,15 FRAZIER AVE,142110,285700,0.4974,Residential,Three Family
2002216,2020,2021-07-28T00:00:00,Stamford,100 STARIN DRIVE,899040,1928500,0.4661,Residential,Single Family
200396,2020,2021-01-19T00:00:00,Meriden,668 JOHNSON AVE,53550,77500,0.6909,Residential,Single Family
200199,2020,2021-06-04T00:00:00,Rocky Hill,376 ORCHARD STREET,142310,275000,0.5174,Residential,Single Family
2000301,2020,2021-02-16T00:00:00,Naugatuck,173 CLIFF ST,99040,160000,0.619,Residential,Single Family
200441,2020,2021-02-05T00:00:00,New Haven,166 FITCH ST,83790,362024,0.231448744,Residential,Single Family
202154,2020,2021-06-17T00:00:00,North Haven,9 ROBERTA RD,162550,320000,0.50796875,Residential,Single Family
200018,2020,2020-10-08T00:00:00,South Windsor,30 BEELZEBUB RD,144400,201000,0.7184,Residential,Single Family
200206,2020,2021-04-05T00:00:00,Plainville,566 CAMP ST,183400,370000,0.4956,Residential,Single Family
2000905,2020,2021-01-28T00:00:00,Stamford,65 GLENBROOK ROAD #10G,139480,210000,0.6641,Residential,Condo
202257,2020,2021-08-26T00:00:00,North Haven,42 MARLEN DR,176900,285000,0.6207,Residential,Single Family
20760,2020,2021-08-31T00:00:00,Ridgefield,17 HERMIT LANE,319680,815000,0.3922,Residential,Single Family
200985,2020,2021-06-04T00:00:00,New Haven,43 CHESTNUT ST #205,110040,170000,0.647294118,Residential,Condo
20110,2020,2020-11-09T00:00:00,Ridgefield,141 NOD RD,668760,1000001,0.6687,Residential,Single Family
200216,2020,2021-04-12T00:00:00,Plainville,69 NORTHWEST DR E-41,94150,189250,0.4974,Residential,Condo
20200051,2020,2021-06-03T00:00:00,North Canaan,7 OLD TURNPIKE S,224160,280000,0.8005,Residential,Single Family
201091,2020,2021-04-09T00:00:00,Norwalk,50 AIKEN ST UNIT D/111,144490,252500,0.5722,Residential,Condo
200859,2020,2021-07-12T00:00:00,Norwich,21 WAWECUS HILL RD,37800,275000,0.1374,Vacant Land,
200577,2020,2020-11-02T00:00:00,Salem,23 NORWICH RD,134900,248000,0.5439,Residential,Single Family
200205,2020,2021-02-02T00:00:00,Stonington,5 NAUYAUG N,578000,830000,0.6963,Residential,Single Family
200535,2020,2021-01-07T00:00:00,Milford,646 GULF ST,524360,810000,0.6473,Vacant Land,
200521,2020,2021-03-03T00:00:00,Norwich,296 HAMILTON AVE #22,87300,141000,0.6191,Residential,Condo
2000491,2020,2021-05-25T00:00:00,Naugatuck,35 YORKTOWN LN,167139,201000,0.8315,Residential,Single Family
200172,2020,2021-06-03T00:00:00,Middlebury,80 ANAWAN AVE,192100,400000,0.48025,Residential,Single Family
20252,2020,2021-04-20T00:00:00,Monroe,40 ARROWHEAD DR,422600,755000,0.5597,Residential,Single Family
2001204,2020,2021-03-17T00:00:00,Stamford,25 HAZEL STREET,291740,495000,0.5893,Residential,Two Family
2000186,2020,2020-12-21T00:00:00,Naugatuck,43 JUNE ST,101760,189900,0.5358,Residential,Single Family
200249,2020,2021-07-22T00:00:00,Rocky Hill,22 MCINTOSH CIRCLE,117180,210000,0.558,Residential,Condo
2000982,2020,2021-02-09T00:00:00,Stamford,11 JOAN ROAD,486680,750000,0.6489,Residential,Single Family
202015,2020,2020-10-29T00:00:00,Middlefield,16 SUNRISE RDG,150600,294000,0.5122,Residential,Single Family
200765,2020,2021-01-19T00:00:00,Norwalk,31 & 33 FRANCE ST,366700,460000,0.797173913,Residential,Single Family
201093,2020,2021-08-05T00:00:00,Meriden,36 WILSON AVE,99120,210000,0.472,Residential,Single Family
20269,2020,2020-12-15T00:00:00,New Britain,68 HARRISON ST,122220,300000,0.4074,Residential,Two Family
2000043,2020,2020-10-19T00:00:00,Naugatuck,WILD CHERRY DR,40130,45000,0.8917,Vacant Land,
200795,2020,2021-06-17T00:00:00,Norwich,16 BEECHWOOD BLVD,98800,128500,0.7688,Residential,Single Family
2001820,2020,2021-06-14T00:00:00,Stamford,85 CAMP AVENUE UNIT 7J,317160,500000,0.6343,Residential,Condo
200825,2020,2021-05-28T00:00:00,Meriden,13 BROAD BRIAR,64260,88000,0.7302,Residential,Condo
200619,2020,2020-12-21T00:00:00,Norwalk,25 RAYMOND TER,265670,480000,0.5534,Residential,Single Family
200422,2020,2021-03-19T00:00:00,Shelton,102 TEN COAT LA,207410,360000,0.5761,Residential,Single Family
200034,2020,2020-11-10T00:00:00,Putnam,14 FARROWS ST,94500,229900,0.411,Residential,Single Family
20068,2020,2020-10-20T00:00:00,Southbury,354 FISH ROCK RD,162420,325000,0.4997,Residential,Single Family
202048,2020,2021-03-22T00:00:00,Middlefield,21 MATTABESECK RD,83400,55000,1.5163,Residential,Single Family
200086,2020,2020-11-23T00:00:00,New Canaan,90 SOUTH AVE,6969970,950000,7.336810526,Residential,Condo
20200492,2020,2021-01-19T00:00:00,Stratford,151A SOUTH TRAIL,131810,307000,0.4293,Residential,Condo
20160557,2020,2020-12-02T00:00:00,Redding,20 DAYTON RD,386900,710000,0.5449,Residential,Single Family
20228,2020,2020-12-22T00:00:00,Ridgefield,66 GROVE ST UNIT C19,379590,525000,0.723,Residential,Single Family
20772,2020,2021-09-16T00:00:00,Newtown,3 SHORT HILL ROAD,451770,910000,0.4964,Residential,Single Family
200070,2020,2020-10-20T00:00:00,New Haven,45 STUYVESANT AV,165760,310000,0.5347,Residential,Single Family
201040,2020,2021-09-13T00:00:00,Norwich,110 UNION ST,154400,275000,0.5614,Residential,Single Family
200040,2020,2020-11-09T00:00:00,Plainville,155 PICKNEY AVE,144830,220000,0.6583,Residential,Single Family
200248,2020,2021-08-27T00:00:00,Old Lyme,82-1 NECK RD,1643920,2950000,0.5572,Residential,Single Family
202477,2020,2021-06-16T00:00:00,Norwalk,146 PATRICK AVE,678750,1047500,0.6479,Residential,Single Family
202871,2020,2021-08-17T00:00:00,Norwalk,63 WALTER AVE,280120,480000,0.5835,Residential,Single Family
20109,2020,2021-01-05T00:00:00,Plainfield,21 HEMLOCK DR,100750,70000,1.4392,Residential,Single Family
20200050,2020,2021-06-01T00:00:00,North Canaan,174 W MAIN ST,171730,355000,0.4837,Residential,Two Family
20200083,2020,2021-05-17T00:00:00,Sharon,36 OLD SHARON RD #3,54400,40000,1.36,Vacant Land,
200265,2020,2021-05-18T00:00:00,Plainville,165 STILLWELL DR,111440,200000,0.5572,Residential,Single Family
201148,2020,2021-04-19T00:00:00,Norwalk,123 OLD BELDEN HILL RD UNIT 29,249620,381000,0.6551,Residential,Condo
20200436,2020,2021-01-06T00:00:00,Stratford,101 CASTLE DRIVE,159180,337500,0.4716,Residential,Single Family
200706,2020,2021-04-22T00:00:00,New Haven,670 FOUNTAIN ST,111860,217000,0.5154,Residential,Single Family
200629,2020,2021-04-05T00:00:00,Meriden,33 STERLING VLG,62510,144400,0.4328,Residential,Condo
200059,2020,2020-11-23T00:00:00,Plainville,309 EAST ST #16,61880,117000,0.5288,Residential,Condo
20100,2020,2020-10-26T00:00:00,New Britain,503 COMMONWEALTH AVE,127610,229000,0.5572,Residential,Single Family
20160637,2020,2021-03-22T00:00:00,Redding,176 PORTLAND AVE,6400,16750,0.382,Vacant Land,
200647,2020,2021-08-20T00:00:00,New Canaan,884 OENOKE RIDGE,2721530,4090000,0.6654,Residential,Single Family
200243,2020,2021-08-23T00:00:00,Old Lyme,49 OLD COLONY RD,202200,75000,2.696,Residential,Single Family
20334,2020,2021-03-30T00:00:00,Southbury,250 VALLEY STREAM LANE,460170,710000,0.6481,Residential,Single Family
2001881,2020,2021-06-21T00:00:00,Stamford,154 COLD SPRING ROAD #4,202400,326000,0.6208,Residential,Condo
2016773,2020,2021-08-25T00:00:00,Redding,62 SANFORDTOWN RD,554200,1050000,0.5278,Residential,Single Family
2000752,2020,2021-09-08T00:00:00,Naugatuck,14 MAY ST,25890,67000,0.3864,Vacant Land,
200158,2020,2021-05-12T00:00:00,Middlebury,360 LEONARD RD,167700,263500,0.636432638,Residential,Single Family
20354,2020,2021-02-26T00:00:00,Newtown,2 JANGLING PLAIN ROAD,186890,383000,0.4879,Residential,Single Family
200124,2020,2021-05-06T00:00:00,Old Lyme,22 CHADWICK DR,207100,455000,0.4551,Residential,Single Family
20074,2020,2020-10-28T00:00:00,Southbury,184 SETTLERS HILL RD,302410,460000,0.6574,Residential,Two Family
20296,2020,2021-01-26T00:00:00,Ridgefield,9 QUINCY CLOSE,111250,250000,0.445,Residential,Condo
200574,2020,2021-07-21T00:00:00,South Windsor,182 DEBBIE DR,236400,467000,0.5062,Residential,Single Family
2000939,2020,2021-02-03T00:00:00,Stamford,162 LOCKWOOD AVENUE,245770,340000,0.7228,Residential,Two Family
2001704,2020,2021-06-01T00:00:00,Stamford,25 LIMERICK STREET,250010,575000,0.4348,Residential,Two Family
20586,2020,2021-06-29T00:00:00,Newtown,"55 SUGAR STREET, UNIT 22",40380,50000,0.8076,Residential,Single Family
2002129,2020,2021-07-15T00:00:00,Stamford,44 MOHAWK TRAIL,599200,1210000,0.4952,Residential,Single Family
200985,2020,2021-04-22T00:00:00,Milford,479 NAUGATUCK AVE,124820,300000,0.416,Residential,Single Family
200260,2020,2020-11-19T00:00:00,Norwalk,18 LOVATT ST,257200,377900,0.6806,Residential,Single Family
200444,2020,2021-07-16T00:00:00,Stonington,14 JACKSON AVE,347400,415000,0.8371,Residential,Two Family
200012,2020,2020-11-05T00:00:00,Roxbury,32 JUDGE RD,785340,1010000,0.7775,Residential,Single Family
201168,2020,2021-07-13T00:00:00,New Haven,80 WILLIAM ST,311430,550000,0.5662,Residential,Two Family
200532,2020,2021-03-08T00:00:00,Meriden,53 RANDOLPH AVE,62160,174900,0.355403087,Residential,Single Family
2020181,2020,2021-04-30T00:00:00,Old Saybrook,19 BIRCH ST,285700,634000,0.4506,Residential,Single Family
200025,2020,2020-11-09T00:00:00,Mansfield,HILLYNDALE RD LOT 31-4,46700,65000,0.7184,Vacant Land,
20160570,2020,2020-12-10T00:00:00,Redding,10 ROB RIDER RD,472500,570000,0.8289,Residential,Single Family
200743,2020,2021-07-16T00:00:00,Shelton,76 WILLIAM ST EXT,222810,529900,0.4204,Residential,Single Family
200984,2020,2021-03-16T00:00:00,Norwalk,9 MORTON ST,214580,415000,0.517,Residential,Single Family
30123,2003,2004-03-08T00:00:00,Derby,91 ORANGEWOOD E,59920,150000,0.399466667,,
200039,2020,2021-02-16T00:00:00,Sterling,317 STERLING RD,99300,228000,0.4355,Residential,Single Family
200476,2020,2021-07-08T00:00:00,Simsbury,45 OLD STONE CROSSING,496600,790000,0.6286,Residential,Single Family
202000282,2020,2021-08-27T00:00:00,Plymouth,187 TOWN HILL ROAD,145050,290000,0.5001,Residential,Single Family
20200429,2020,2021-01-04T00:00:00,Stratford,47 RIDGE ROAD,172900,314000,0.5506,Residential,Single Family
200154,2020,2021-04-22T00:00:00,Rocky Hill,308 LIMNER CIRCLE,136850,215000,0.6365,Residential,Condo
20106,2020,2021-03-22T00:00:00,Orange,690 ASPEN LA,313100,550000,0.5692,Residential,Single Family
200162,2020,2020-12-02T00:00:00,South Windsor,7 BRIGHTMAN CIRCLE,415400,580000,0.7162,Residential,Single Family
20200528,2020,2021-01-28T00:00:00,Stratford,118 KLONDIKE STREET,142940,320000,0.4466,Residential,Single Family
20493,2020,2021-06-17T00:00:00,Southbury,176 B HERITAGE VILLAGE,74110,195000,0.38,Residential,Condo
20610,2020,2021-07-01T00:00:00,Ridgefield,20 CROSBY COURT,674800,1175000,0.5742,Residential,Single Family
200461,2020,2021-02-11T00:00:00,New Haven,201 IVY ST,74760,150000,0.4984,Residential,Single Family
200451,2020,2021-03-29T00:00:00,Shelton,121 WELLSVIEW RD,17490,511620,0.0341,Residential,Condo
200648,2020,2021-04-27T00:00:00,Norwich,479 LAUREL HILL RD,10400,140000,0.0742,Vacant Land,
201023,2020,2021-05-03T00:00:00,Milford,8 LAUREL AVE,660110,1300000,0.5077,Residential,Single Family
20527,2020,2021-05-20T00:00:00,Ridgefield,24 GREEN LANE,671210,1150000,0.5836,Residential,Single Family
202141,2020,2021-06-08T00:00:00,North Haven,210 GARFIELD AVE,166640,286000,0.5826,Residential,Single Family
20905,2020,2021-07-09T00:00:00,New Britain,410-80 FARMINGTON AVE,70140,172500,0.4066,Residential,Condo
2000541,2020,2020-12-09T00:00:00,Stamford,42 MUNKO DRIVE,592710,997500,0.5941,Residential,Single Family
20540,2020,2021-06-09T00:00:00,Newtown,26 SAINT GEORGE PLACE,136390,290000,0.4703,Residential,Condo
2002264,2020,2021-08-03T00:00:00,Stamford,27 SNOW CRYSTAL LANE,263190,410000,0.641926829,Residential,Single Family
202710,2020,2021-07-22T00:00:00,Norwalk,12 THIRD ST,327042,625000,0.5232,Residential,Two Family
2001037,2020,2021-02-22T00:00:00,Stamford,838 HOPE STREET,259700,225000,1.1542,Residential,Two Family
200507,2020,2021-01-04T00:00:00,Milford,1215 WINDWARD RD,203910,326700,0.6241,Residential,Condo
20344,2020,2021-07-01T00:00:00,Monroe,82 TWIN BROOK TER,230700,452500,0.5098,Residential,Single Family
20222,2020,2020-12-28T00:00:00,Southbury,743 BUCKS HILL RD,201070,404200,0.4974,Residential,Single Family
201679,2020,2021-08-31T00:00:00,Milford,260 BREWSTER RD,234930,429900,0.5464,Residential,Single Family
200155,2020,2020-12-01T00:00:00,South Windsor,1-B ST MARC CIRCLE,111600,175000,0.6377,Residential,Condo
200233,2020,2021-07-01T00:00:00,Rocky Hill,277 CANDLELITE DRIVE,203770,245000,0.8317,Residential,Single Family
200621,2020,2021-03-02T00:00:00,Salem,21 MAYNARD RD,202300,335000,0.6038,Residential,Single Family
200647,2020,2021-06-17T00:00:00,Shelton,30 WINTHROP WOODS RD,140980,200000,0.7049,Vacant Land,
200070,2020,2020-10-29T00:00:00,Norwich,22 EAST AVE,71200,110000,0.6472,Residential,Single Family
2020155,2020,2021-03-12T00:00:00,Old Saybrook,99 NEPTUNE DR,315200,760000,0.4147,Residential,Single Family
200342,2020,2021-07-19T00:00:00,Plainville,38 BEL AIRE DR,149660,315000,0.4751,Residential,Single Family
20151,2020,2020-11-23T00:00:00,Southbury,530 PATRIOT RD,312410,525000,0.595,Residential,Single Family
200577,2020,2021-03-18T00:00:00,New Haven,55 TRUMBULL ST,428750,1132857,0.378467891,Apartments,
2000401,2020,2021-04-14T00:00:00,Naugatuck,7 NINA DR,168400,271000,0.6214,Residential,Condo
20200010,2020,2020-10-22T00:00:00,Sharon,4 UPPER MAIN ST #7,122200,200000,0.611,Residential,Condo
2002554,2020,2021-09-09T00:00:00,Stamford,22 MEADOWPARK AVENUE EAST,317660,415801,0.7639,Residential,Single Family
200191,2020,2020-12-03T00:00:00,Shelton,47 WAVERLY TERR,175380,395000,0.444,Residential,Single Family
2020134,2020,2021-02-22T00:00:00,Old Saybrook,25 FOREST GLEN RD,186200,368000,0.5059,Residential,Single Family
201039,2020,2021-05-05T00:00:00,Milford,386 GULF ST,553470,962500,0.575,Residential,Single Family
200765,2020,2021-05-05T00:00:00,New Haven,34 SALTONSTALL AV,92470,210000,0.440333333,Residential,Two Family
200362,2020,2021-01-20T00:00:00,Norwich,44 NORWICH AVE #32,7500,5405,1.3876,Residential,Single Family
202304,2020,2021-09-27T00:00:00,North Haven,1 SUMMER LN,308130,455000,0.6772,Residential,Single Family
20337,2020,2021-02-12T00:00:00,Newtown,16 JO MAR DRIVE,81410,55000,1.4801,Vacant Land,
20035,2020,2020-10-21T00:00:00,Monroe,119 ELM ST,174600,210000,0.8314,Residential,Single Family
201575,2020,2021-08-12T00:00:00,Milford,71 JACKSON DR,117140,200000,0.5857,Residential,Condo
201794,2020,2021-09-17T00:00:00,Milford,299 WEST RUTLAND RD,211420,400000,0.5285,Residential,Single Family
200076,2020,2021-03-22T00:00:00,New Hartford,495 TOWN HILL ROAD,499660,950000,0.525957895,Residential,Single Family
2001544,2020,2021-05-11T00:00:00,Stamford,40 BRUNDAGE STREET,536190,860000,0.6234,Residential,Single Family
200312,2020,2021-04-30T00:00:00,Stonington,42 PALMER ST,231200,435000,0.5314,Residential,Single Family
200661,2020,2021-04-20T00:00:00,Meriden,109 JEFFREY LA,99680,269000,0.370557621,Residential,Single Family
200296,2020,2020-12-22T00:00:00,New Haven,30 PLATT ST,120960,309000,0.3914,Residential,Three Family
200294,2020,2020-11-23T00:00:00,Milford,44 WINDY HILL RD,141290,245000,0.5766,Residential,Single Family
202492,2020,2021-06-16T00:00:00,Norwalk,71 AIKEN ST UNIT K/11,215880,335000,0.6444,Residential,Condo
200056,2020,2020-10-15T00:00:00,Milford,181 MELBA ST #327,105710,205000,0.5156,Residential,Condo
200286,2020,2020-11-20T00:00:00,Milford,982 BRIDGEPORT AVE,277890,410000,0.6777,Commercial,
200427,2020,2021-01-28T00:00:00,Meriden,46 STERLING VLG,77560,85000,0.912470588,Residential,Condo
200402,2020,2021-01-27T00:00:00,New Haven,103 OAK RIDGE DR #2,26670,65000,0.4103,Residential,Condo
200642,2020,2021-04-09T00:00:00,Meriden,8 GREENWAY PL,90860,169000,0.5376,Residential,Single Family
200641,2020,2021-06-16T00:00:00,Shelton,16 SCENIC HILL RD,266910,450000,0.5931,Residential,Condo
20192,2020,2020-11-18T00:00:00,New Britain,58 MILLER ST,130130,245000,0.5311,Residential,Three Family
20200543,2020,2021-02-03T00:00:00,Stratford,210 VAL DRIVE,193270,350000,0.5522,Residential,Single Family
20260,2020,2021-01-04T00:00:00,Ridgefield,137 FLORIDA HILL ROAD,296130,430000,0.6886,Residential,Single Family
200581,2020,2021-05-24T00:00:00,Shelton,100 KINGS HIGHWAY,217140,500000,0.4342,Residential,Single Family
200959,2020,2021-07-01T00:00:00,Meriden,129 IONE DR,133910,290000,0.4617,Residential,Single Family
201099,2020,2021-09-27T00:00:00,Norwich,13 LAMBERT DR,91500,190000,0.4815,Residential,Single Family
200052,2020,2020-12-02T00:00:00,Putnam,139 POMFRET ST,535200,500000,1.0704,Commercial,
201207,2020,2021-03-31T00:00:00,New London,506 OCEAN AVE,160720,310000,0.5184,Residential,Three Family
